N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,6366,0,0.10055421260590092,0.10355943999999874,0.4009,0.2186,0.09837118367346695,0.07090008163265323,0.3631298556238125,1.6581587387237877
150000,5000,8337,0,0.2763260396055336,0.10479039999999866,0.3949,0.1071,0.0975076734693852,0.021324163265305136,0.3884289449463738,-0.39552784516791284
150000,5000,7949,0,0.11415671730550192,0.10120839999999887,0.4062,0.1532,0.0969623673469361,0.06397510204081698,0.2536470300930002,3.185904010821137
150000,5000,10599,0,0.15290086565965255,0.09574703999999859,0.3809,0.0984,0.09290391836734467,0.04779722448979506,0.3389932045148918,4.298146318281137
150000,5000,7049,0,0.3315818254097993,0.0961119999999982,0.4118,0.0003,0.09641485714285455,7.640816326530613e-05,0.17853893071216198,0.290978968927502
150000,5000,8103,0,0.15019644448682867,0.1006187999999986,0.3992,0.1564,0.09831681632652824,0.05036424489796012,0.37804553822849896,1.6192358145587507
150000,5000,5012,0,0.14070908063391674,0.10304919999999872,0.4105,0.2102,0.1005365714285688,0.054716408163264695,0.3555300815868909,0.6077703771170666
150000,5000,5044,0,0.12108358398603547,0.10584679999999867,0.4336,0.2065,0.10600555102040549,0.059959755102040706,0.348408478845189,1.1007403415948633
150000,5000,7692,0,0.13363606335974165,0.10125103999999854,0.3953,0.1562,0.09732293877550789,0.05743616326530704,0.3766569512604947,2.3682379748239146
150000,5000,9152,0,0.3516962829606024,0.10026519999999874,0.3785,0.002,0.09605640816326293,0.00012244897959183673,0.5010884312246673,-2.31453817738038
150000,5000,7137,0,0.09481081830188187,0.10144159999999836,0.4023,0.18,0.09878808163265021,0.06895567346938777,0.36612463849600096,2.621061394556375
150000,5000,5705,0,0.11305485095464662,0.09336823999999791,0.4081,0.1488,0.0938143673469361,0.05498783673469331,0.10878212721009237,2.398040133420156
150000,5000,6330,0,0.11056054800414039,0.09823679999999849,0.3955,0.1527,0.09976987755101768,0.05758432653061293,0.4761704646240771,2.522199991846803
150000,5000,6618,0,0.11477539787551927,0.09828839999999821,0.3958,0.152,0.09548212244897714,0.06061624489795966,0.2952092804304053,2.877640687441565
150000,5000,10761,0,0.18877752439477358,0.1015067199999989,0.3937,0.1037,0.09723216326530376,0.041304326530612626,0.3892948101171509,2.866866888903481
150000,5000,7309,0,0.13263047422183794,0.10227663999999816,0.3988,0.1639,0.09628881632652816,0.060358285714286364,0.2986265458578597,2.3775463284092324
150000,5000,4802,0,0.12714306809807174,0.10152095999999884,0.4125,0.1836,0.10041322448979319,0.05682195918367321,0.33113051892334716,1.414176157465341
150000,5000,8614,0,0.15932798085807298,0.09557479999999836,0.3667,0.1164,0.0922984489795896,0.04631126530612245,0.46690752637657656,2.8605795158193947
150000,5000,6402,0,0.06308390998869162,0.10341687999999896,0.4067,0.2221,0.09972971428571174,0.08255681632653013,0.36052466062578425,2.435318236431881
150000,5000,7959,0,0.26166367250596045,0.09828751999999907,0.3762,0.0981,0.09266318367346753,0.022374204081633167,0.37850305388753036,0.07895030298435422
150000,5000,8953,0,0.08715179553805485,0.09961343999999893,0.417,0.1606,0.10006473469387436,0.06722000000000072,0.2742932403927526,3.2020064852191323
150000,5000,4700,0,0.05744130802970593,0.0992219199999983,0.4169,0.2401,0.09630253061224205,0.08058195918367254,0.12710161573686404,1.8434583826874773
